Timestamp,Student ID,Age,Gender,Department,GPA,Satisfaction (1-5),Comments
09/11/2023 07:55:00,STUD2690,24,Male,Marine Sciences,2.32,2,
09/12/2023 01:41:00,STUD2917,18,Male,,3.23,7,This is spam... ignore me
09/13/2023 17:20:00,STUD8570,23,Male,Biochemistry,0.73,1,
09/14/2023 11:10:00,STUD3368,twenty,Other,Geophysics,0.71,3,
09/15/2023 15:20:00,STUD6144,20,Female,Chemistry,5.0,4,Comment 4394: The course was great!
09/16/2023 05:02:00,STUD1043,24,Female,Biochem,5.0,4,Comment 4395: The course was great!
09/17/2023 04:57:00,STUD4556,21,Other,Marine Sciences,0.75,2,This is spam... ignore me
09/18/2023 12:38:00,STUD4507,24,Other,,3.44,2,Comment 4397: The course was great!
09/19/2023 12:19:00,STUD8770,18,Malee,Mathematics,3.53,5,Comment 4398: The course was great!
09/20/2023 15:25:00,STUD3845,23,Male,Geology,,4,Comment 4399: The course was great!
09/21/2023 22:34:00,STUD5239,21,Other,Cell Biology and Genetics,0.0,1,Comment 4400: The course was great!
09/22/2023 12:58:00,STUD8896,19,,,0.3,2,Comment 4401: The course was great!
09/23/2023 21:25:00,STUD9167,20,Other,Botany,1.73,5,Comment 4402: The course was great!
09/24/2023 12:27:00,STUD5930,22,Othr,Cell Biology and Genetics,3.34,,Comment 4403: The course was great!
09/25/2023 18:40:00,STUD5021,25,Female,Cell Biology and Genetics,3.82,1,Comment 4404: The course was great!
09/26/2023 11:07:00,STUD4622,23,Male,Biochem,2.42,6,This is spam... ignore me
09/27/2023 10:54:00,STUD5325,,Other,Geology,2.59,4,This is spam... ignore me
09/28/2023 19:11:00,STUD9257,21,Other,Botany,0.22,3,
09/29/2023 23:01:00,STUD3098,21,Other,Biochemistry,2.79,4,
09/30/2023 08:31:00,STUD7219,18,Male,Marine Sciences,3.07,4,Comment 4409: The course was great!
09/01/2023 13:11:00,STUD9557,24,Male,Botany,1.23,4,This is spam... ignore me
09/02/2023 07:50:00,STUD6596,20,Other,Marine Sciences,0.43,,
09/03/2023 12:43:00,STUD7779,19,,Physics,2.77,4,This is spam... ignore me
09/04/2023 15:26:00,STUD1974,21,Female,Geology,5.0,3,Comment 4413: The course was great!
09/05/2023 19:02:00,STUD4367,25,Male,Mathematics,2.04,7,Comment 4414: The course was great!
09/06/2023 22:39:00,STUD3338,21,Female,Biochemistry,3.71,3,
09/07/2023 17:48:00,STUD1371,25,Male,Zoo,0.45,4,Comment 4416: The course was great!
09/08/2023 11:14:00,STUD5979,100,Other,Marine Sciences,0.17,0,Comment 4417: The course was great!
09/09/2023 11:08:00,STUD6733,21,Male,Botany,1.65,5,This is spam... ignore me
09/10/2023 05:47:00,STUD8305,18,Other,Chemistry,2.72,2,
09/11/2023 13:01:00,STUD1901,,Female,Computer Science,3.97,5,
09/12/2023 21:37:00,STUD6843,100,Other,Botany,1.35,1,This is spam... ignore me
09/13/2023 20:40:00,STUD7098,18,Female,Cell Biology and Genetics,2.51,6,Comment 4422: The course was great!
09/14/2023 10:55:00,STUD6582,19,Male,Botany,0.65,5,Comment 4423: The course was great!
09/15/2023 12:24:00,STUD2239,24,Other,Marine Sciences,3.78,5,This is spam... ignore me
09/16/2023 22:16:00,STUD6457,24,Other,Mathematics,3.61,5,
09/17/2023 06:04:00,STUD1783,18,Female,,0.78,,This is spam... ignore me
09/18/2023 11:12:00,STUD6235,21,Female,Geophy,1.62,3,Comment 4427: The course was great!
09/19/2023 19:24:00,STUD2302,19,Male,Biochemistry,3.47,,
09/20/2023 07:14:00,STUD6843,18,,Geophysics,0.92,5,
09/21/2023 10:33:00,STUD2132,23,Other,Mathematics,2.48,3,Comment 4430: The course was great!
09/22/2023 19:10:00,STUD3225,22,,Zoology,4.0,4,Comment 4431: The course was great!
09/23/2023 08:41:00,STUD6710,22,Male,Physics,A,3,
09/24/2023 23:22:00,STUD1270,21,Male,Computer Science,0.21,3,This is spam... ignore me
09/25/2023 19:13:00,STUD7110,,Other,Geophysics,2.65,2,This is spam... ignore me
09/26/2023 07:26:00,STUD4864,,Male,Geology,,3,
09/27/2023 06:25:00,STUD1055,23,Othr,Geophysics,2.96,6,This is spam... ignore me
09/28/2023 04:32:00,STUD2681,18,Male,Geophysics,1.55,3,Comment 4437: The course was great!
09/29/2023 17:03:00,STUD5229,22,Other,Computer Science,1.83,5,Comment 4438: The course was great!
09/30/2023 20:59:00,STUD7100,24,,Phys,2.46,2,
09/01/2023 06:44:00,STUD3721,20,Other,Marine Sciences,3.83,5,
09/02/2023 05:04:00,STUD1961,18,,Biochem,0.64,2,
09/03/2023 21:32:00,STUD6306,22,Other,Geology,0.89,2,Comment 4442: The course was great!
09/04/2023 01:16:00,STUD7281,21,Female,Microbio,1.91,,
09/05/2023 06:50:00,STUD1470,23,,Physics,0.27,4,Comment 4444: The course was great!
09/06/2023 08:40:00,STUD1070,25,Female,Cell Bio,1.78,2,Comment 4445: The course was great!
09/07/2023 23:38:00,STUD5035,,Female,Computer Science,1.66,5,Comment 4446: The course was great!
09/08/2023 18:33:00,STUD9591,18,Female,Botany,A,5,Comment 4447: The course was great!
09/09/2023 04:24:00,STUD2677,23,Female,Chemistry,3.66,4,
09/10/2023 14:01:00,STUD2327,21,Female,Chem,0.75,3,Comment 4449: The course was great!
09/11/2023 16:16:00,STUD1356,21,Other,,3.44,1,
09/12/2023 10:59:00,STUD2398,21,Other,Marine Sciences,0.85,4,
09/13/2023 10:37:00,STUD4359,21,Other,Cell Biology and Genetics,1.29,2,Comment 4452: The course was great!
09/14/2023 11:43:00,STUD6547,24,Other,Botany,3.13,,Comment 4453: The course was great!
09/15/2023 23:56:00,STUD1667,18,Male,Chemistry,2.5,7,This is spam... ignore me
09/16/2023 20:17:00,STUD3246,21,Other,Geophysics,3.41,,
invalid date,STUD2422,24,Other,Biochemistry,2.96,4,This is spam... ignore me
09/18/2023 11:42:00,STUD9919,21,Male,Marine Sciences,-1.2,,
09/19/2023 10:48:00,STUD1756,25,Other,Mathematics,3.85,1,This is spam... ignore me
09/20/2023 07:19:00,STUD6603,21,Male,Computer Science,0.9,,This is spam... ignore me
09/21/2023 03:56:00,STUD4324,19,Male,Mathematics,1.62,1,Comment 4460: The course was great!
09/22/2023 17:04:00,STUD2858,20,,Microbiology,1.42,4,
09/23/2023 05:40:00,STUD2869,21,Female,Zoology,3.03,2,
09/24/2023 11:20:00,STUD8679,23,Male,Botany,3.91,6,Comment 4463: The course was great!
09/25/2023 01:58:00,STUD9078,22,Female,Phys,1.32,4,Comment 4464: The course was great!
09/26/2023 08:43:00,STUD4559,23,Other,Physics,A,2,Comment 4465: The course was great!
09/27/2023 22:41:00,STUD4562,19,Other,Chemistry,2.44,3,
09/28/2023 12:04:00,STUD7282,23,Femal,Bio,0.27,3,This is spam... ignore me
09/29/2023 14:42:00,STUD6119,15,Other,Cell Biology and Genetics,1.01,1,Comment 4468: The course was great!
09/30/2023 08:39:00,STUD7876,22,Female,Geology,2.31,7,
09/01/2023 15:52:00,STUD6856,18,Other,Geophysics,,1,
09/02/2023 21:49:00,STUD2157,20,Other,Computer Science,2.42,5,Comment 4471: The course was great!
09/03/2023 13:19:00,STUD5671,21,Female,Cell Biology and Genetics,0.47,1,This is spam... ignore me
09/04/2023 19:30:00,STUD8265,18,Other,Geology,1.45,6,
09/05/2023 12:24:00,STUD1180,24,Male,Physics,0.4,2,
09/06/2023 18:45:00,STUD8954,21,,Geology,0.55,1,This is spam... ignore me
09/07/2023 22:29:00,STUD9925,24,Male,Computer Science,2.46,5,Comment 4476: The course was great!
09/08/2023 16:02:00,STUD8881,20,Male,Geophysics,1.15,5,This is spam... ignore me
09/09/2023 22:48:00,STUD4482,22,Female,Physics,3.43,2,Comment 4478: The course was great!
09/10/2023 04:16:00,STUD9287,20,Male,Biochemistry,0.83,5,
09/11/2023 06:38:00,STUD1835,23,Male,Zoo,0.67,3,Comment 4480: The course was great!
09/12/2023 16:40:00,STUD8336,20,Male,Cell Biology and Genetics,1.94,2,Comment 4481: The course was great!
09/13/2023 05:58:00,STUD5253,20,Other,Biochemistry,1.98,2,Comment 4482: The course was great!
09/14/2023 20:02:00,STUD1142,24,Male,Comp Sci,2.83,1,This is spam... ignore me
09/15/2023 03:49:00,STUD2419,100,Male,Physics,2.56,3,
09/16/2023 05:58:00,STUD1840,23,Other,Chemistry,0.59,5,This is spam... ignore me
09/17/2023 12:58:00,STUD6087,25,Other,Physics,,3,
09/18/2023 13:25:00,STUD5038,twenty,Female,Geophy,1.62,3,Comment 4487: The course was great!
09/19/2023 17:13:00,STUD1833,18,Female,Biochemistry,2.35,4,Comment 4488: The course was great!
09/20/2023 03:04:00,STUD6739,24,Other,Chemistry,0.03,4,
09/21/2023 23:01:00,STUD7589,23,Male,,2.31,2,
09/22/2023 22:52:00,STUD9685,24,Male,Cell Biology and Genetics,1.84,2,Comment 4491: The course was great!
09/23/2023 11:24:00,STUD9104,twenty,Female,Cell Biology and Genetics,-1.2,5,Comment 4492: The course was great!
09/24/2023 09:15:00,STUD5775,21,,Physics,2.18,,Comment 4493: The course was great!
09/25/2023 17:20:00,STUD3847,,Other,,3.94,2,
09/26/2023 19:18:00,STUD4273,23,Other,Mathematics,3.83,3,Comment 4495: The course was great!
09/27/2023 21:04:00,STUD8846,22,Other,Zoology,1.01,2,This is spam... ignore me
09/28/2023 13:45:00,STUD7581,19,Female,Botany,2.5,1,
09/29/2023 02:11:00,STUD2259,22,Male,Botany,A,3,This is spam... ignore me
09/30/2023 07:14:00,STUD6584,22,Male,Cell Biology and Genetics,3.89,2,
09/01/2023 09:52:00,STUD3571,,Other,Geophysics,1.88,4,This is spam... ignore me
09/02/2023 12:11:00,STUD5040,18,,Cell Biology and Genetics,3.3,3,Comment 4501: The course was great!
09/03/2023 14:36:00,STUD1561,18,Male,Zoology,0.36,2,Comment 4502: The course was great!
09/04/2023 15:31:00,STUD3174,,Malee,Zoology,1.5,1,This is spam... ignore me
09/05/2023 19:28:00,STUD6465,24,Other,Physics,2.82,5,This is spam... ignore me
09/06/2023 01:50:00,STUD3272,19,Male,Computer Science,1.34,2,Comment 4505: The course was great!
09/07/2023 17:52:00,STUD5622,21,Other,Marine Sciences,A,5,Comment 4506: The course was great!
09/08/2023 17:47:00,STUD5000,22,Other,Maths,A,4,Comment 4507: The course was great!
09/09/2023 18:08:00,STUD2687,100,Malee,Geophysics,2.42,4,Comment 4508: The course was great!
09/10/2023 06:14:00,STUD1560,20,Male,Cell Biology and Genetics,3.92,,Comment 4509: The course was great!
09/11/2023 18:27:00,STUD3711,24,Other,Physics,1.89,1,This is spam... ignore me
09/12/2023 23:59:00,STUD6199,19,Female,Physics,2.53,5,This is spam... ignore me
09/13/2023 07:18:00,STUD5626,25,Female,Geology,,5,This is spam... ignore me
09/14/2023 23:37:00,STUD5706,100,,Marine Sciences,3.6,5,
09/15/2023 11:46:00,STUD8350,18,Other,Zoology,2.95,4,This is spam... ignore me
09/16/2023 22:59:00,STUD6697,21,Other,Microbiology,0.82,1,Comment 4515: The course was great!
09/17/2023 23:32:00,STUD5384,,Other,Microbiology,0.47,5,Comment 4516: The course was great!
09/18/2023 02:29:00,STUD7390,19,Male,Zoology,,5,This is spam... ignore me
09/19/2023 14:04:00,STUD6580,19,Male,Chem,1.16,5,Comment 4518: The course was great!
09/20/2023 05:40:00,STUD4869,19,Female,Chemistry,3.45,3,This is spam... ignore me
09/21/2023 05:39:00,STUD3538,24,Female,,1.53,1,
09/22/2023 00:30:00,STUD8375,22,Female,Cell Biology and Genetics,2.51,4,
09/23/2023 03:20:00,STUD8978,22,Male,Physics,3.49,3,Comment 4522: The course was great!
09/24/2023 15:54:00,STUD5329,23,Female,Biochemistry,2.96,4,Comment 4523: The course was great!
09/25/2023 18:49:00,STUD2191,23,Malee,Cell Biology and Genetics,0.04,1,
09/26/2023 12:40:00,STUD8264,twenty,Female,Computer Science,2.83,4,Comment 4525: The course was great!
09/27/2023 12:34:00,STUD3696,25,,Cell Biology and Genetics,3.61,,
09/28/2023 00:51:00,STUD4294,18,Othr,Microbiology,2.45,3,
09/29/2023 00:57:00,STUD9571,19,Male,Comp Sci,1.53,5,Comment 4528: The course was great!
09/30/2023 21:18:00,STUD2872,20,Other,Mathematics,2.5,4,Comment 4529: The course was great!
09/01/2023 01:14:00,STUD3412,23,Male,,,2,This is spam... ignore me
09/02/2023 12:14:00,STUD6759,21,Female,Mathematics,1.55,1,
09/03/2023 00:39:00,STUD4806,24,Male,Physics,2.24,4,
09/04/2023 22:35:00,STUD7163,,Female,Physics,2.0,1,Comment 4533: The course was great!
09/05/2023 20:12:00,STUD4262,23,Male,Geophysics,1.55,4,Comment 4534: The course was great!
09/06/2023 02:17:00,STUD1295,,Male,Mathematics,-1.2,1,Comment 4535: The course was great!
09/07/2023 11:32:00,STUD1069,25,Other,Biochemistry,3.77,5,
09/08/2023 20:39:00,STUD4135,,Other,Cell Biology and Genetics,0.93,4,Comment 4537: The course was great!
09/09/2023 23:02:00,STUD5848,23,Other,Microbio,1.2,3,This is spam... ignore me
09/10/2023 02:57:00,STUD3977,20,Female,Marine Sciences,3.7,6,Comment 4539: The course was great!
09/11/2023 17:49:00,STUD5642,21,Male,Biochemistry,3.9,3,
09/12/2023 13:54:00,STUD1809,22,Female,Marine Sciences,2.8,2,Comment 4541: The course was great!
09/13/2023 08:48:00,STUD2172,,Male,Cell Biology and Genetics,3.92,6,
09/14/2023 01:59:00,STUD6178,25,,Microbiology,0.32,7,This is spam... ignore me
09/15/2023 14:56:00,STUD9936,23,Other,Zoology,2.13,2,
09/16/2023 02:35:00,STUD6704,21,Other,Geology,3.11,3,Comment 4545: The course was great!
09/17/2023 09:08:00,STUD4216,25,Male,Physics,1.6,7,
09/18/2023 06:31:00,STUD7812,,Male,,3.61,1,Comment 4547: The course was great!
09/19/2023 10:48:00,STUD6207,20,Female,Mathematics,3.33,1,
09/20/2023 12:17:00,STUD9501,22,Female,Physics,2.37,3,Comment 4549: The course was great!
09/21/2023 11:40:00,STUD9051,21,Other,Mathematics,,3,
09/22/2023 07:13:00,STUD2765,25,Other,Mathematics,0.76,5,Comment 4551: The course was great!
09/23/2023 00:38:00,STUD8428,,Female,Marine Sciences,1.86,1,Comment 4552: The course was great!
09/24/2023 19:56:00,STUD1280,23,Other,Microbiology,2.15,1,Comment 4553: The course was great!
09/25/2023 05:07:00,STUD3678,25,Female,Microbiology,3.83,2,This is spam... ignore me
09/26/2023 05:56:00,STUD9167,20,Other,Chemistry,1.62,4,
09/27/2023 10:11:00,STUD6369,18,Female,Geophysics,2.48,2,
09/28/2023 23:27:00,STUD6951,15,Other,Marine Sciences,2.28,1,This is spam... ignore me
09/29/2023 19:16:00,STUD2216,25,Other,Marine Sciences,2.65,4,Comment 4558: The course was great!
09/30/2023 19:33:00,STUD3969,24,Other,Geology,3.91,5,
09/01/2023 11:47:00,STUD4585,24,Other,Zoology,0.9,,Comment 4560: The course was great!
09/02/2023 04:18:00,STUD4513,,Male,,5.0,4,Comment 4561: The course was great!
09/03/2023 14:39:00,STUD3451,25,Other,Chemistry,,,Comment 4562: The course was great!
09/04/2023 04:07:00,STUD7048,18,Male,Geology,0.93,4,Comment 4563: The course was great!
09/05/2023 20:19:00,STUD5156,23,,Chemistry,A,2,Comment 4564: The course was great!
09/06/2023 01:16:00,STUD1858,24,Female,Geophysics,1.9,4,
09/07/2023 15:02:00,STUD9117,20,Male,Marine Sciences,0.4,4,Comment 4566: The course was great!
09/08/2023 01:41:00,STUD2787,15,Female,,A,1,Comment 4567: The course was great!
09/09/2023 04:06:00,STUD2718,,Male,Mathematics,2.14,5,Comment 4568: The course was great!
09/10/2023 13:43:00,STUD5839,18,Male,Computer Science,,2,This is spam... ignore me
09/11/2023 03:14:00,STUD8947,19,Other,Marine Sciences,3.06,1,Comment 4570: The course was great!
09/12/2023 22:47:00,STUD6579,24,Other,Zoology,1.61,,Comment 4571: The course was great!
09/13/2023 04:58:00,STUD7559,24,Female,Mathematics,0.87,2,This is spam... ignore me
09/14/2023 05:48:00,STUD2766,18,Female,Geo,0.6,4,This is spam... ignore me
09/15/2023 03:25:00,STUD7435,23,Female,Geophysics,1.5,2,
09/16/2023 15:29:00,STUD1647,21,Other,Botany,-1.2,5,
09/17/2023 05:22:00,STUD8857,19,Othr,Chemistry,2.92,1,Comment 4576: The course was great!
09/18/2023 02:37:00,STUD2147,22,Female,Cell Biology and Genetics,2.89,4,Comment 4577: The course was great!
09/19/2023 03:44:00,STUD6033,18,Male,Marine Sciences,,5,Comment 4578: The course was great!
09/20/2023 09:32:00,STUD9286,23,Female,Cell Biology and Genetics,0.63,,This is spam... ignore me
09/21/2023 06:28:00,STUD1142,18,,Geophysics,1.39,3,This is spam... ignore me
09/22/2023 23:09:00,STUD8520,23,,Computer Science,2.05,1,Comment 4581: The course was great!
09/23/2023 23:46:00,STUD2201,23,Other,Geology,0.11,4,
09/24/2023 05:40:00,STUD2613,21,Female,Zoology,3.06,2,
09/25/2023 15:22:00,STUD5732,21,Other,Geology,2.86,6,This is spam... ignore me
09/26/2023 19:36:00,STUD2854,24,Male,Geo,3.21,6,
09/27/2023 05:09:00,STUD8770,23,Other,Marine Sciences,2.21,5,
09/28/2023 04:40:00,STUD4618,20,Other,Geology,2.04,2,This is spam... ignore me
09/29/2023 12:18:00,STUD7590,24,Other,Computer Science,1.99,1,This is spam... ignore me
09/30/2023 13:08:00,STUD9047,24,Female,Marine Sciences,3.16,4,
09/01/2023 17:59:00,STUD4950,18,Other,Marine Sciences,,2,This is spam... ignore me
09/02/2023 18:12:00,STUD7826,23,Male,Biochemistry,5.0,6,This is spam... ignore me
09/03/2023 05:49:00,STUD3526,24,Other,Cell Biology and Genetics,1.23,4,Comment 4592: The course was great!
09/04/2023 09:36:00,STUD4570,21,Male,Marine Sciences,1.82,3,
09/05/2023 08:28:00,STUD6811,15,Other,Zoology,2.61,2,Comment 4594: The course was great!
09/06/2023 07:15:00,STUD9521,20,Other,Botany,3.03,5,Comment 4595: The course was great!
09/07/2023 19:44:00,STUD3275,,Male,Physics,3.8,3,Comment 4596: The course was great!
09/08/2023 17:01:00,STUD6230,20,Female,,3.54,,Comment 4597: The course was great!
09/09/2023 18:47:00,STUD6533,,Other,Physics,3.87,6,
09/10/2023 02:57:00,STUD7947,25,Malee,Zoology,3.29,5,
09/11/2023 20:30:00,STUD5381,20,Male,Zoology,2.35,2,
09/12/2023 22:43:00,STUD8857,,Male,Botany,2.0,,
09/13/2023 12:42:00,STUD1988,18,Female,Geology,0.89,4,Comment 4602: The course was great!
09/14/2023 02:01:00,STUD1755,20,Female,Cell Biology and Genetics,,1,Comment 4603: The course was great!
09/15/2023 12:53:00,STUD3290,20,Female,Biochemistry,1.96,0,
09/16/2023 06:19:00,STUD5565,24,Other,Chem,,3,This is spam... ignore me
09/17/2023 01:33:00,STUD9335,25,Female,Cell Bio,0.51,4,Comment 4606: The course was great!
09/18/2023 09:14:00,STUD4449,22,,Physics,2.49,2,This is spam... ignore me
09/19/2023 17:34:00,STUD9109,19,Male,Cell Biology and Genetics,3.48,5,Comment 4608: The course was great!
09/20/2023 18:40:00,STUD5562,20,Female,Chemistry,A,3,Comment 4609: The course was great!
09/21/2023 22:13:00,STUD9012,24,Male,Geology,,1,Comment 4610: The course was great!
09/22/2023 15:49:00,STUD8720,23,Male,,,1,Comment 4611: The course was great!
09/23/2023 11:41:00,STUD3037,100,Other,,1.85,5,Comment 4612: The course was great!
09/24/2023 04:07:00,STUD5981,19,Other,Physics,2.92,3,Comment 4613: The course was great!
09/25/2023 00:17:00,STUD2002,22,Other,Zoology,,1,Comment 4614: The course was great!
09/26/2023 05:33:00,STUD7007,20,Other,Chemistry,3.73,1,
09/27/2023 10:38:00,STUD7789,19,Male,Marine Sci,-1.2,6,Comment 4616: The course was great!
09/28/2023 10:54:00,STUD9361,18,Other,Botany,3.4,5,Comment 4617: The course was great!
invalid date,STUD2190,19,Femal,Geology,0.39,3,Comment 4618: The course was great!
09/30/2023 23:21:00,STUD6139,19,Other,Physics,2.84,1,This is spam... ignore me
09/01/2023 09:21:00,STUD8314,18,Male,Zoology,2.34,7,
09/02/2023 21:37:00,STUD3378,19,Female,Chemistry,2.65,4,Comment 4621: The course was great!
09/03/2023 05:49:00,STUD3775,18,Other,Marine Sciences,2.49,3,Comment 4622: The course was great!
09/04/2023 10:17:00,STUD9948,25,Male,Marine Sci,1.75,5,
09/05/2023 05:22:00,STUD2096,21,Other,Geology,0.48,0,Comment 4624: The course was great!
09/06/2023 14:58:00,STUD2507,19,Other,Zoology,2.71,1,This is spam... ignore me
09/07/2023 15:39:00,STUD3200,24,Other,Mathematics,2.33,5,This is spam... ignore me
09/08/2023 02:47:00,STUD4775,,Other,,1.25,2,This is spam... ignore me
09/09/2023 17:25:00,STUD7178,18,Malee,Geology,3.03,2,Comment 4628: The course was great!
09/10/2023 05:45:00,STUD7624,,Male,Geophysics,,2,
09/11/2023 18:51:00,STUD2483,25,Male,Geology,3.22,5,This is spam... ignore me
09/12/2023 14:18:00,STUD8343,18,Female,Microbiology,2.2,6,This is spam... ignore me
09/13/2023 17:10:00,STUD1420,19,Female,Microbiology,2.73,2,Comment 4632: The course was great!
09/14/2023 07:24:00,STUD9999,25,Male,Chemistry,3.14,4,This is spam... ignore me
09/15/2023 01:50:00,STUD6250,25,Other,Chemistry,0.4,1,
09/16/2023 15:59:00,STUD2664,25,Other,Botany,2.2,5,
invalid date,STUD5119,,Female,Cell Biology and Genetics,1.01,4,
09/18/2023 18:29:00,STUD3005,24,Other,Geology,2.38,2,Comment 4637: The course was great!
09/19/2023 19:27:00,STUD6850,22,Male,Mathematics,3.02,6,
09/20/2023 19:49:00,STUD9355,19,Other,Cell Biology and Genetics,2.84,5,
09/21/2023 22:05:00,STUD4360,19,,,2.22,0,
09/22/2023 23:08:00,STUD8487,22,Other,Cell Biology and Genetics,3.27,,Comment 4641: The course was great!
09/23/2023 06:56:00,STUD3409,,Other,Biochemistry,0.75,,Comment 4642: The course was great!
09/24/2023 15:32:00,STUD1473,25,Other,Marine Sciences,3.3,1,
09/25/2023 10:05:00,STUD3422,18,Female,Mathematics,0.71,3,This is spam... ignore me
09/26/2023 09:38:00,STUD2558,24,Other,Biochemistry,1.31,4,
09/27/2023 09:06:00,STUD7782,22,Othr,Chemistry,0.73,2,
09/28/2023 23:07:00,STUD9732,25,Other,Mathematics,0.55,5,Comment 4647: The course was great!
09/29/2023 21:17:00,STUD8496,20,Other,Mathematics,2.35,1,This is spam... ignore me
09/30/2023 01:07:00,STUD6414,19,Other,Biochemistry,3.32,2,This is spam... ignore me
09/01/2023 12:11:00,STUD7896,100,Male,Cell Biology and Genetics,2.86,,Comment 4650: The course was great!
09/02/2023 18:07:00,STUD1041,100,Other,Microbiology,2.65,2,This is spam... ignore me
09/03/2023 19:50:00,STUD9774,23,Other,Marine Sciences,1.22,4,Comment 4652: The course was great!
09/04/2023 14:54:00,STUD3167,20,Other,Zoology,3.85,3,
09/05/2023 09:14:00,STUD5962,22,Male,Cell Biology and Genetics,2.97,,
09/06/2023 13:18:00,STUD1897,21,Other,Computer Science,0.06,2,This is spam... ignore me
09/07/2023 22:49:00,STUD3692,25,Other,Physics,2.64,5,
09/08/2023 14:51:00,STUD7584,23,Male,Botany,2.37,2,This is spam... ignore me
09/09/2023 09:57:00,STUD4107,24,Male,Physics,3.74,4,Comment 4658: The course was great!
09/10/2023 10:53:00,STUD5830,23,Male,Chemistry,5.0,6,Comment 4659: The course was great!
09/11/2023 21:24:00,STUD7572,23,Male,Computer Science,A,3,
09/12/2023 18:56:00,STUD2740,20,Male,Geology,3.82,6,Comment 4661: The course was great!
09/13/2023 20:23:00,STUD1947,25,Female,Computer Science,0.64,5,
09/14/2023 11:58:00,STUD7730,25,Female,Microbiology,3.14,4,Comment 4663: The course was great!
09/15/2023 15:20:00,STUD5346,100,Male,Microbiology,2.03,5,Comment 4664: The course was great!
09/16/2023 15:31:00,STUD1183,25,Female,Biochemistry,1.85,1,This is spam... ignore me
09/17/2023 23:37:00,STUD8950,23,,Marine Sciences,0.72,,Comment 4666: The course was great!
09/18/2023 23:18:00,STUD7443,25,Female,Botany,,3,Comment 4667: The course was great!
09/19/2023 13:42:00,STUD2250,23,Male,Bio,0.17,1,
09/20/2023 10:00:00,STUD4743,22,Male,Chemistry,2.5,6,
invalid date,STUD5012,24,Female,Geophysics,2.89,2,
09/22/2023 09:32:00,STUD6186,22,Male,Geology,3.06,1,This is spam... ignore me
09/23/2023 20:08:00,STUD2698,,Female,Marine Sci,,5,
09/24/2023 22:30:00,STUD4474,25,Female,Geophysics,3.61,,Comment 4673: The course was great!
09/25/2023 18:19:00,STUD6301,18,Male,,0.73,7,Comment 4674: The course was great!
09/26/2023 12:10:00,STUD5617,,Other,Computer Science,3.14,1,Comment 4675: The course was great!
09/27/2023 04:05:00,STUD9357,23,Female,Geophysics,1.53,1,Comment 4676: The course was great!
09/28/2023 13:05:00,STUD5461,24,Male,Marine Sci,3.08,0,Comment 4677: The course was great!
09/29/2023 01:19:00,STUD9281,,Other,Mathematics,0.79,1,Comment 4678: The course was great!
09/30/2023 06:35:00,STUD1238,25,,Mathematics,0.67,1,
09/01/2023 18:06:00,STUD1975,,Female,Microbiology,A,4,Comment 4680: The course was great!
09/02/2023 10:53:00,STUD7752,20,Male,Physics,1.36,1,This is spam... ignore me
09/03/2023 11:51:00,STUD3772,25,Female,Cell Bio,2.53,5,This is spam... ignore me
09/04/2023 21:41:00,STUD4228,24,Other,Maths,0.97,3,Comment 4683: The course was great!
09/05/2023 09:20:00,STUD9033,21,,Microbiology,2.54,4,This is spam... ignore me
09/06/2023 23:24:00,STUD7387,23,Female,Marine Sciences,3.37,0,
09/07/2023 08:51:00,STUD2524,21,Other,Computer Science,2.89,1,Comment 4686: The course was great!
09/08/2023 06:29:00,STUD3651,18,Male,Microbiology,2.66,0,Comment 4687: The course was great!
09/09/2023 10:56:00,STUD3823,18,Female,Zoology,2.06,3,
09/10/2023 14:57:00,STUD8942,22,Male,Geology,2.07,4,Comment 4689: The course was great!
09/11/2023 15:11:00,STUD8978,22,Female,Biochemistry,0.91,1,This is spam... ignore me
09/12/2023 01:11:00,STUD6971,24,Male,Zoology,1.14,6,Comment 4691: The course was great!
09/13/2023 17:06:00,STUD7810,21,Other,Marine Sciences,3.44,4,This is spam... ignore me
09/14/2023 06:46:00,STUD6259,18,Other,Zoology,2.37,3,
09/15/2023 20:25:00,STUD5879,19,Male,Comp Sci,-1.2,1,
09/16/2023 06:34:00,STUD9171,20,Male,,1.65,0,
09/17/2023 07:33:00,STUD3705,21,Female,Microbiology,-1.2,4,Comment 4696: The course was great!
09/18/2023 00:45:00,STUD2386,20,Male,Mathematics,2.51,5,This is spam... ignore me
09/19/2023 22:54:00,STUD9953,23,Other,Geology,3.99,3,This is spam... ignore me
09/20/2023 10:11:00,STUD8173,20,Other,Geology,1.99,2,This is spam... ignore me
09/21/2023 07:24:00,STUD6307,25,,Physics,2.75,5,
09/22/2023 15:25:00,STUD6145,22,Male,Computer Science,3.47,4,
09/23/2023 23:24:00,STUD8704,24,,Botany,2.29,3,Comment 4702: The course was great!
09/24/2023 10:30:00,STUD7849,22,Male,Geophysics,,5,Comment 4703: The course was great!
09/25/2023 11:20:00,STUD1016,25,Other,Zoology,3.28,5,This is spam... ignore me
09/26/2023 08:32:00,STUD6763,24,Female,Cell Biology and Genetics,3.11,5,This is spam... ignore me
09/27/2023 01:50:00,STUD7660,100,Female,Microbiology,1.86,1,Comment 4706: The course was great!
09/28/2023 15:41:00,STUD9396,25,Female,Computer Science,3.9,4,
09/29/2023 07:57:00,STUD6744,21,Malee,Computer Science,,4,
